Name,Gender,Date,College,Tier,ClassID,OverallScore,Helpfulness,Lod,Clarity,Quality,TakeAgain,TeacherGrade,Tag,Polarity,Subjectivity,CommentNumber,Comment
Steven Heilman,M,12/7/18,University of Southern California,2,MATH118,1,1,4,1,awful,No,N/A,"['Lots of homework', 'Tough grader', 'Test heavy']",0.14,0.56,6,I found the expectations in this class to be more than I expected. Our midterm averages were in (or around) the 30's for both midterms. He told us the class would be curved to a B- but ended up curving it to a C+. His lectures were far more complex than they need to be. The weekly quizzes and graded homework were time consuming.
Steven Heilman,M,11/30/18,University of Southern California,2,MATH118,4,4,3,4,good,Yes,Not sure yet,"['Lots of homework', 'Graded by few things', 'Accessible outside class']",0.17,0.49,6,"Math 118 is probably harder than you'd expect but if you keep up with the workload, you'll be fine. Steven can go through material quite quickly but make sure to ask questions and he'll cover what you don't get. Some of the tests were relatively hard but the class is curved."
Jesse Levitt,M,4/30/19,University of Southern California,2,MATH106,3,3,3,3,average,No,B+,[],-0.11,0.64,6,He is very funny but not really available to help. He does not give any feedback and there seems to be very poor communication between him and the TA. Sometimes we would do completely different things in lecture and discussion. There is no space for general questions. If you have a hard time with math try looking for someone else.
Jesse Levitt,M,11/27/17,University of Southern California,2,MATH245,4,4,4,4,good,Yes,N/A,"['Caring', 'Accessible outside class', 'Lots of homework']",0.07,0.36,6,"Professor Levitt was enthusiastic about the material and conveyed it to students well. However, he could get bogged down in confusing derivations that left most of the class scratching their heads."
Jesse Levitt,M,8/29/17,University of Southern California,2,MATH126,5,5,2,5,awesome,Yes,A,"['Amazing lectures', 'Inspirational', 'Hilarious']",-0.1,1,6,"We learned that if we tried carefully, we can peel a tree."
Jesse Levitt,M,7/13/17,University of Southern California,2,MATH126,5,5,3,5,awesome,Yes,N/A,[],0.4,0.57,6,Professor Levitt is great! He is super understanding and helpful when you have questions and also always available/helpful in office hours. I did better in this course than MATH 125 which was due to his easy and understandable teaching. He very thoroughly explains each topic and a plus was we never had quizzes in discussion. Would recommend!
Jesse Levitt,M,4/3/17,University of Southern California,2,MATH118,5,5,2,5,awesome,Yes,A,"['Clear grading criteria', 'Lecture heavy', 'Hilarious']",0.32,0.52,6,"Easy class to do well in if you just do all the work assigned, not that much homework if you stay on top of everything. An easier version of AP Calc from high school"
Jesse Levitt,M,1/13/17,University of Southern California,2,MATH118,4,4,3,4,good,Yes,A,"['Accessible outside class', 'Clear grading criteria']",0.39,0.6,6,"Cool guy and an overall good teacher but sometimes he doesn't really incorporate business into his  teaching effectively. Regardless, I found him easy to understand and good at communicating with students. Class was challenging for people that weren't exposed to the material in earlier classes but it was an easy A for me. Would def recommend."
Robert Penner,M,5/18/10,University of Southern California,2,MATH226,5,5,3,5,awesome,N/A,N/A,[],0.2,0.9,5,"this guy should teach every math class offered on campus. you absolutely need to study, though."
Robert Penner,M,9/5/05,University of Southern California,2,MATH226,5,5,2,5,awesome,N/A,N/A,[],0.21,0.3,5,"Speaks very clear english, and really knows his stuff.  Seems to love what he does, and is really helpful.  I wish I could have taken every math class with him."
Robert Penner,M,8/8/05,University of Southern California,2,MATH226,5,5,3,5,awesome,N/A,N/A,[],1,0.3,5,He is perhaps one of the best teachers I have ever had. He helps you with everything and answers any questions you might have.
Robert Penner,M,10/13/03,University of Southern California,2,MATH226,4.5,4,3,5,awesome,N/A,N/A,[],0,0,5,No Comments
Robert Penner,M,11/26/01,University of Southern California,2,MATH226,5,5,3,5,awesome,N/A,N/A,[],0.31,0.66,5,"His exams are kinda hard, but his a very very good teacher"
Nikolaos Zygouras,M,11/6/10,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],0.1,0.44,5,He has a very strong accent which is hard to catch up during class most of the time. I lost interests after the first few class sessions to the subject matter. I gained a better grade through attending SI sessions in the second half of the semester. His teaching performance is marginal and I suggest going to the TA sessions if possible.
Nikolaos Zygouras,M,10/23/08,University of Southern California,2,MATH218,2,2,5,2,poor,N/A,N/A,[],-0.21,0.79,5,"he is not a native speaker and his teaching is difficult to understand. he now lets you use formula sheets, but you won't learn the stuff with him. you have to teach yourself or go to SI. he finishes before the other stats teachers because he skips some stuff on the final. go to SI and study."
Nikolaos Zygouras,M,7/10/08,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.6,0.63,5,Worst professor ever. He's useless and he's mean. Don't ever take his class.
Nikolaos Zygouras,M,5/25/08,University of Southern California,2,MATH445,2,2,5,2,poor,N/A,N/A,[],0.01,0.58,5,"Very tough class. He was a bit hard to understand at times - pay attention! don't tune him out! He moves fast, but with enough coffee, you can do it. Take good notes, and don't miss lecture. Get a study group together early. The TA did problems that were very similar to the homeworks. This material is fundamental to EE, so pay attention!"
Nikolaos Zygouras,M,11/9/07,University of Southern California,2,MATH218,1,1,1,1,awful,N/A,N/A,[],0.55,0.75,5,"Horrible--incapable of explaining concepts, was actually better off just reading my textbook on my own; and UNREASONABLE. He refuses to discuss why he won't allow formula sheets in the midterm, or why he isn't providing us with the answers to homework questions."
Jay Bartroff,M,3/15/19,University of Southern California,2,MATH542,5,5,4,5,awesome,Yes,N/A,"['Lecture heavy', 'Amazing lectures', 'Participation matters']",0.48,0.55,5,Great teaching and presentation of the most important things in the textbook. Very organized course and also very useful. Best class I have taken at USC so far.
Jay Bartroff,M,11/3/11,University of Southern California,2,MATH541B,3.5,4,4,3,good,N/A,N/A,[],-0.14,0.72,5,"He seems not to care about students. He never looks at the students during the class and he uses different books than the textbook which makes it difficult to follow him.He is also a bit lazy, he never provides the solutions for the homework. However, he is very helpful in the office hours. I recommend this class for PhD students if you have time."
Jay Bartroff,M,5/11/09,University of Southern California,2,MATH208,4.5,4,2,5,awesome,N/A,N/A,[],-0.03,0.58,5,"He is monotonous but teaches in a clear and understandable way. His tests are pretty difficult, but he will curve the final grade so that the average is a B/B+ (roughly A for above 80%). Not a &quot;piece of cake&quot; class, but definitely not hard as long as you follow along and do your homework."
Jay Bartroff,M,2/26/09,University of Southern California,2,MATH542,2.5,2,4,3,average,N/A,N/A,[],0.17,0.48,5,"Here's a taste of his style: 2 quesions on midterm, 1 is to prove the necess and sufficient cond. for p.d. matrices. The other a bit tricky about mult. normal. Class avg ~ 25, most people got ~ 20 (full score is 100), and he claims it's a fair game. Supp problems for hw harder than those in textbook. Made me less enthusiastic on studying this subj."
Jay Bartroff,M,9/16/08,University of Southern California,2,MATH541B,5,5,4,5,awesome,N/A,N/A,[],0,0,5,No Comments
Doyoon Kim,M,6/11/10,University of Southern California,2,MATH218,3.5,4,2,3,good,N/A,N/A,[],0.11,0.6,5,"He really wasn't that bad.  He was a little hard to understand at times, but most teachers in USC's math department are.  Tests and quizzes were pretty easy, but he left in the middle of the semester and someone else had to take over.  He was a nice and pretty funny guy who wanted you to do well."
Doyoon Kim,M,2/26/10,University of Southern California,2,MATH218,2.5,2,3,3,average,N/A,N/A,[],0.05,0.55,5,"He definitely was not as bad as everyone else on this site made him out to be. He was kind of hard to understand at first but if you really listened and were attentive, what he was saying made sense. The first midterm wasn't that hard if you did the homework he assigned and came to lecture and took notes."
Doyoon Kim,M,11/2/09,University of Southern California,2,MATH125,1,1,5,1,awful,N/A,N/A,[],-0.14,0.43,5,DO NOT TAKE THIS TEACHER WHATEVER YOU DO. impossible to  understand. incompetent. does not speak english. ridiculously difficult to get an A. I took AP Calc BC and got a 5 on the the test but barely made it out of this class alive. Takes off points on your tests left and right.
Doyoon Kim,M,11/21/08,University of Southern California,2,MATH225,1,1,4,1,awful,N/A,N/A,[],0.05,0.78,5,"Incredibly difficult to understand. After the first midterm, I only attended 1/3 of the lectures out of sheer frustration. Only about 5/30 students were attending each lecture at the end of the term. Just glad I could get out alive. AVOID this teacher at all costs"
Doyoon Kim,M,11/13/08,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,N/A,[],-0.21,0.62,5,Professor Kim is an awful teacher. He doesn't speak clearly and his tests are extremely hard. I went to his office hours and he did not help me at all!!! I highly recommend you DO NOT TAKE HIS CLASS!!!!!!
Andrea Jedwab,F,9/20/13,University of Southern California,2,MATH1A,5,5,4,5,awesome,N/A,B+,[],0.5,0.5,5,"Took Math 1A at a summer session course at U.C. Berkeley. We had daily lecture/disc for 2-hrs/8-AM every day for 10-weeks.  Her lectures were well prepared with instructive examples.  She assigned 10-15 Stewart problems per section w. about 4- sets per week..  she was an excellent teacher, and I learned a lot!!! Better than most...."
Andrea Jedwab,F,8/13/12,University of Southern California,2,MATH2011,3.5,3,2,4,good,N/A,N/A,[],-0.04,0.69,5,"Midterms are fairly easy as long as you do SOME studying. since the final is the same for all sections, the final is very difficult. My suggestion is to take the midterms seriously so that the final wont affect your grade so much"
Andrea Jedwab,F,11/15/11,University of Southern California,2,MATH125,4.5,5,1,4,awesome,N/A,N/A,[],0.35,0.53,5,"The tests are really easy, but she still tries to tell you more than the tests. Very helpful. Attendance is not mandatory, and she does not even collect your homework. Just try to catch up the progress and you will be good."
Andrea Jedwab,F,11/7/11,University of Southern California,2,MATH126,4.5,5,4,4,awesome,N/A,N/A,[],0.25,0.52,5,Very helpful and very nice.  Not very clear during class and teaches with lots of variables and little application.  Tests are on the topics covered most in class
Andrea Jedwab,F,10/11/11,University of Southern California,2,MATH126,5,5,2,5,awesome,N/A,N/A,[],0.3,0.71,5,"Such a great teacher! The class was really difficult, but she is really good at explaining."
Konstantin Zuev,M,11/4/14,University of Southern California,2,408,5,5,1,5,awesome,N/A,A-,[],1,0.3,5,On of the best math professors
Konstantin Zuev,M,4/25/13,University of Southern California,2,MATH118,4,5,2,3,good,N/A,N/A,[],0.36,0.56,5,"Professor Zuev is great guy; He goes through everything you need to know for exams and makes them very similar to homework problems (about 3 short questions each lecture that take about 20 mins) so do those and you'll do good. Very friendly and helpful, highly recommended!"
Konstantin Zuev,M,4/24/13,University of Southern California,2,MATH408,5,5,2,5,awesome,N/A,N/A,[],0.29,0.69,5,"Prof Zuev is great. His lectures are very organized and he provides lecture notes on his website. Although he has an accent, he is actually very good at explaining difficult topics and proofs. Tests were fairly easy, I would definitely recommend taking his courses. He's really smart too; dual PhD in Math and Civil Engr."
Konstantin Zuev,M,1/11/13,University of Southern California,2,MATH118,2,2,3,2,poor,N/A,N/A,[],0.22,0.62,5,He is a good guy but explains everything in a confusing way. 2 midterms and 1 final determine most of the grade
Konstantin Zuev,M,12/15/12,University of Southern California,2,MATH118,3,4,3,2,average,N/A,N/A,[],0.06,0.54,5,"a really smart professor but often times explains things the hard way. go to office hours, very helpful. really depends on your TA as well. 2 midterms, one cumulative final."
Daniel Murfet,M,11/7/14,University of Southern California,2,MATH225,5,5,1,5,awesome,N/A,N/A,"['Inspirational', 'Amazing lectures']",0.56,0.61,5,"Oh my God I love him!!! Best math professor I have so far!!!!!! The class material is very interesting and he just makes everything better!!!! You would appreciate him is you're a math person! And he is such a gentleman as well! Little homework plus easy tests, what else can you expect from a professor??!!"
Daniel Murfet,M,8/28/14,University of Southern California,2,MATH370,4,4,3,4,good,N/A,N/A,[],0.25,0.75,5,He shares his notes for lecture. He is also always willing to help if you have any questions.
Daniel Murfet,M,8/28/14,University of Southern California,2,MATH370,4,4,3,4,good,N/A,N/A,[],0.38,0.88,5,"His lecture is not boring. He shares his notes, which is helpful. He is always willing to help out of class if you have any questions"
Daniel Murfet,M,12/14/13,University of Southern California,2,MATH118,2.5,2,4,3,average,N/A,N/A,[],0.25,1,5,His teachings don't match up the level of the midterms and final which are insanely challenging.
Daniel Murfet,M,11/20/13,University of Southern California,2,MATH118,1.5,2,5,1,poor,N/A,WD,[],0.01,0.47,5,"Professor Murfet is hands down the worst mathematics professor at USC. Still early in his teaching career, it is clear Murfet does not have a good sense of his class or his teaching curriculums. His lectures are often just strait from the book, very unhelpful, and hastily organized. Also he goes considerably faster through the material than profs."
James Zhao,M,4/14/15,University of Southern California,2,MATH118,3,3,3,3,average,N/A,N/A,['Clear grading criteria'],-0.04,0.67,5,"Average teacher, not good, but not bad. 2 dropped quizes out of 8, two midterms and a final, notesheet for all of the test, but not the quizes. "
James Zhao,M,1/1/15,University of Southern California,2,MATH118,4,4,1,4,good,N/A,N/A,['Clear grading criteria'],0.3,0.57,5,"If you do your homework and go to discussion, it's really easy to get an A. The professor isn't the best mathematician out there but he does explain concepts well if you ask questions in class. He also lets you create a one page front and back cheat sheet for all tests including the final. Overall, this class was pretty easy. "
James Zhao,M,12/26/14,University of Southern California,2,MATH118,3.5,3,1,4,good,N/A,A,"['Hilarious', 'Inspirational']",0.14,0.59,5,"He is so funny, cute and hilarious, every time I saw him I want to laugh. Responsible professor, but young and inexperienced. I understand it's hard to teach maths to a group of students who are quite very not smart at the subject, but he tries his best. Not bad not excellent. "
James Zhao,M,12/10/14,University of Southern California,2,MATH118,3,3,3,3,average,Yes,N/A,"['Clear grading criteria', 'Tough grader']",0.26,0.38,5,"Lectures are more or less helpful, but really make sure you go to the discussion. The questions you go over there are exactly like the ones on the weekly quizzes. "
James Zhao,M,4/17/14,University of Southern California,2,MATH125,3,3,3,3,average,N/A,N/A,[],-0.07,0.73,5,"He's kind of awkward but he tries to be helpful.  His tests are composed of kind of random material though, and if you don't keep up with the material, you will fall behind."
Aaron Lauda,M,4/11/18,University of Southern California,2,MATH467,5,5,3,5,awesome,Yes,A-,"['Hilarious', 'Amazing lectures']",0.02,0.5,5,"A very solid professor. Like previous posters said, very little homework (20%) and quizzes (10%) with just 1 midterm and a final (30% each) along with a coding project (10%). As long as you put in the proper hours studying and attend his hilarious lectures, I don't see how you would get below a B in this class. Highly recommended for MATH 467."
Aaron Lauda,M,12/5/17,University of Southern California,2,MATH467,5,5,3,5,awesome,Yes,N/A,"['Respected', 'Inspirational']",0.5,0.58,5,"As a senior, this is the BEST math class I've taken at USC. The professor presents the information in a interesting yet challenging way. He mostly focuses the lecture explain theorems while TA goes over the computations. I can see the prof values students' learning experiences - Take his upper divs if possible! The TA (Moses) is great too!"
Aaron Lauda,M,11/1/17,University of Southern California,2,MATH467,5,5,3,5,awesome,Yes,A-,"['Hilarious', 'Caring', 'Respected']",0.17,0.52,5,"Lectures were mostly crystal clear, assigns little homework for a math class, quizzes were sparsely given and were super short, and the exams were very manageable. Also a friendly guy who loves to crack jokes in class. Take Prof. Lauda, you'll have a hard time not liking him :)"
Aaron Lauda,M,10/25/17,University of Southern California,2,MATH467,5,5,3,5,awesome,Yes,A-,"['Amazing lectures', 'Inspirational', 'Respected']",-0.04,0.61,5,"One of the better math professors at USC. Instead of writing a bunch of equations and proofs and make you memorize them, he explains why they work such a way so you have a deep understand them. Not a lot of quizzes and homework either for a math class (biweekly homework, quizzes every 3 weeks). 1 Midterm and 1 Final which weren't so bad either."
Aaron Lauda,M,8/4/15,University of Southern California,2,MATH225,2,1,5,3,poor,N/A,N/A,"['Tough grader', 'Lots of homework']",-0.14,0.7,5,Nope. Don't Take it. I can say that he is smart guy but not a great teacher. AVOID HIM!
Alexander Soibelman,M,12/20/17,University of Southern California,2,MATH225,3,3,3,3,average,Yes,A,['Clear grading criteria'],-0.1,0.5,5,He's an okay lecturer. Not as bad as other people said. Course materials are hard and confusing but if you study hard enough you'll be fine. No tricky questions on the exams and sometimes he curved the exams too. Weekly HW/QUIZ which were based on textbook problems.
Alexander Soibelman,M,1/3/17,University of Southern California,2,MAT226,1,1,3,1,awful,No,A,['Gives good feedback'],-0.4,0.75,5,Not a great prof
Alexander Soibelman,M,11/10/16,University of Southern California,2,MATH395,1,1,4,1,awful,No,Not sure yet,[],-0.02,0.52,5,"If you really like math and want to actually learn new stuff, I do not recommend this professor. You can tell he is trying hard, but he is not confident and always doubts himself. He also goes over the most basic stuff in this higher level course. I am just not learning new things in this class. It's extremely boring. But I mean, easy A, you know."
Alexander Soibelman,M,10/27/16,University of Southern California,2,MATH125,2,2,5,2,poor,No,N/A,[],-0.4,0.75,5,"You can tell he was a hard-working professor, but just not a great professor"
Alexander Soibelman,M,10/18/16,University of Southern California,2,MATH245,2,2,5,2,poor,No,WD,[],-0.2,0.54,5,"The unequivocal worst. Boring, dry, monotone, kinda choppy/slow. Taught things very theoretically (long proofs, few examples etc.) Made things more confusing than they needed to be (e.g. taught non-homogeneous equations in a very odd way).  Ended up dropping the class 2/3 in, and this semester I have a much better professor."
Yuan Gao,M,4/4/19,University of Southern California,2,MATH425A,1,1,5,1,awful,No,N/A,['Tough grader'],0.1,0.53,5,Imagine this: toughest class in the undergrad math division combined with one of the most challenging professors out there... thats what this class feels like. Tough to understand his style of teaching and doesnt really care for students when it comes to lecture - goes way too fast and goes over the class period making me late to my next class.
Yuan Gao,M,2/28/19,University of Southern California,2,MATH118,1,1,5,1,awful,No,N/A,"['Graded by few things', 'Test heavy', 'Tough grader']",-0.56,0.61,5,"His illegible hand writing, confusing accent, horrible public speaking skills, unwillingness to help students succeed, and tests/quizzes that do NOT correlate with what was taught in class single handedly make him one of (if not the worst) the worst professors I have ever had in my college career. Someone please teach Gao how to teach."
Yuan Gao,M,1/11/19,University of Southern California,2,MATH118,1,1,5,1,awful,No,B,['Tough grader'],0.08,0.59,5,"Not a very good Prof. Ignoring the fact that he does not seem to be a very good public speaker and has a strong accent, he does not know how to teach kids at all. He seems to be pretty smart, but expects you to understand things at the same level he does. He gets annoyed if you don't understand what he's teaching and he blames us for being confused"
Yuan Gao,M,1/8/19,University of Southern California,2,MATH118,2,2,4,2,poor,No,N/A,"['Test heavy', 'Tough grader']",0.02,0.65,5,He clearly knows his stuff but sometimes it's hard to understand his teaching. Tests are pretty tough. Go to discussion session and study and you'll be fine.
Yuan Gao,M,1/7/19,University of Southern California,2,MATH118,1,1,4,1,awful,No,N/A,['Test heavy'],-0.37,0.81,5,"Yuan Gao was easily one of the worst professors I have ever had. His accent is very hard to understand, and his handwriting is horrible, making following along in class very difficult. The tests he gives out do not correlate with what is discussed in class and what is on the homework. Going to the discussion was the only way I passed this course."
Marc Hoyois,M,5/1/19,University of Southern California,2,MATH225,2,2,3,2,poor,No,Not sure yet,['Lots of homework'],0.1,0.4,5,hes ok but you wont learn in lecture just read the text book yeet yeet btw the textbook sucks too
Marc Hoyois,M,4/30/19,University of Southern California,2,MATH225,1,1,4,1,awful,No,Not sure yet,['Lecture heavy'],0.17,0.42,5,"He assumes students have a strong mathematical background. As a result, he leaves lots of concepts unexplained. He's definitely a great math researcher but not a good lecturer."
Marc Hoyois,M,4/30/19,University of Southern California,2,MATH225,1,1,4,1,awful,No,N/A,[],0.17,0.28,5,"Hoyois clearly is an able mathematician, however, his teaching leaves much to be desired. There's really not much point in going to lecture as you cover unrelated things, the textbook has the exact same information. He treats you like a peer, as though you already know everything the class talks about."
Marc Hoyois,M,4/18/19,University of Southern California,2,MATH225,1,1,3,1,awful,No,WD,[],-0.12,0.44,5,For the limited time I had him all I got was straight regurgitation of the textbook. and he mumbles a lot during lecture. One of the first topics we learned was Newton's law of cooling which I still fail to see the relevance of to the rest of the topics in linear algebra. sad
Marc Hoyois,M,2/25/19,University of Southern California,2,MATH225,1,1,4,1,awful,No,Not sure yet,['Lecture heavy'],0.42,0.56,5,"His qualifications are impressive but the man simply has no idea how to teach. He mumbles into the board the whole class and never explains the basics of topics, he assumes we know way more than we do. Would not recommend"
Kim Sang,F,2/10/06,University of Southern California,2,MATH226,1,1,5,1,awful,N/A,N/A,[],-0.52,0.78,4,Very poor teaching skills
Kim Sang,F,10/29/05,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,N/A,[],0,0,4,No Comments
Kim Sang,F,9/7/05,University of Southern California,2,118,1,1,3,1,awful,N/A,N/A,[],0,0,4,Know calc before you take her!  She is no help.
Kim Sang,F,10/20/03,University of Southern California,2,MATH226,1,1,5,1,awful,N/A,N/A,[],-1,1,4,awful
Miguel Dumett,M,8/20/09,University of Southern California,2,MATH218,2.5,3,3,2,average,N/A,N/A,[],0.28,0.63,4,I don't think Dumett is a great teacher but by comparison he is one of the best options. He tends to ramble on and goes into detail about things that aren't on exams. My class did the worst overall but I got an A so I thought it was pretty easy. Do the practice problems and don't over analyze the questions. He's better out of class
Miguel Dumett,M,8/20/09,University of Southern California,2,MATH218,2.5,3,3,2,average,N/A,N/A,[],0.28,0.63,4,I don't think Dumett is a great teacher but by comparison he is one of the best options. He tends to ramble on and goes into detail about things that aren't on exams. My class did the worst overall but I got an A so I thought it was pretty easy. Do the practice problems and don't over analyze the questions. He's better out of class
Miguel Dumett,M,5/17/09,University of Southern California,2,MATH218,4.5,5,2,4,awesome,N/A,N/A,[],0.37,0.69,4,"Very good teacher and explained the material well... I felt like he prepared me very well for the final, and i ended up getting an A in the class"
Miguel Dumett,M,4/29/09,University of Southern California,2,MATH218,4,5,3,3,good,N/A,N/A,[],1,0.53,4,Great professor for 218! If you don't understand the material go to his office hours and he will explain it until you understand it. Best professor I've had at usc.
Quentin Berger,M,4/11/14,University of Southern California,2,MATH505A,5,5,5,5,awesome,N/A,N/A,[],0.22,0.69,4,Great professor! Extremely helpful and friendly. Explains very difficult mathematical theorems well. Also a fair grader.
Quentin Berger,M,2/25/14,University of Southern California,2,MATH108,3.5,4,3,3,good,N/A,B+,[],0.29,0.66,4,"Professor Berger is super nice and helpful. If you pay attention in lecture, you will have no problem on the exams. They're really fair and straightforward. Quizzes are also straightforward as long as you do the homework. Never really liked math, but it helps to have a prof who actually is willing to explain the concepts to you step by step."
Quentin Berger,M,1/22/14,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,C-,[],-1,1,4,"Terrible professor, could not understand him and could not teach.  25% of class dropped and no one went to lectures would spend 20 min at a time facing blackboard before turning around."
Quentin Berger,M,12/28/13,University of Southern California,2,MATH108,4.5,5,1,4,awesome,N/A,B-,[],0.49,0.88,4,"This professor is awesome! He is always willing to help! He allows you to use a cheat sheet for exams! His exams are fairly easy if you attend class and take notes. There is homework, that is NOT collected. However, it does help you for those weekly quizzes! Quizzes are easy if you study/pay attention! Textbook helps, not necessary though."
Ting Kam Leonard Wong,M,11/3/17,University of Southern California,2,MATH125,2,2,3,2,poor,No,B+,['Lots of homework'],-0.29,0.54,4,hard to understand at times. I had taken calc 1 and 2 before and I had a hard time understanding him still
Ting Kam Leonard Wong,M,8/30/17,University of Southern California,2,MATH125,1,1,3,1,awful,No,B+,['Graded by few things'],-0.4,0.7,4,I would avoid him - i took calculus I and II before  taking math 125 with him and I somehow got confused in his class
Ting Kam Leonard Wong,M,12/8/16,University of Southern California,2,MATH125,2,2,3,2,poor,No,N/A,[],0.12,0.62,4,"He is very difficult to understand as a professor- there is a language issue where he often doesn't understand students' questions and also does not explain concepts in more than one way.  He also goes on tangents that are not useful.  He is very nice in lecture and makes jokes, but it does not redeem the quality of the lectures."
Ting Kam Leonard Wong,M,11/9/16,University of Southern California,2,MATH125,3,3,4,3,average,No,Not sure yet,"['Tough grader', 'Lots of homework', 'Test heavy']",0.06,0.48,4,"For the first 15 minutes of class he will be very concise and clear regarding the material. After that, he often goes into info that is not covered during the course, which often makes students confused. I wouldn't recommend taking his class if you have trouble understanding concepts in mathematics, as he will probably just confuse you even more."
Christian Zillinger,M,4/10/19,University of Southern California,2,M126,2,2,4,2,poor,No,B-,"['Test heavy', 'Clear grading criteria', 'Lots of homework']",-0.07,0.9,4,"Had taken calc 2 at a college when I was a senior in hs before but got a way lower grade with him. Just goes through examples and lectures are boring and hard to keep up with. Final grade curve saved my ass (from C- to B- pretty sure), but midterms and finals were almost impossible (but graded fair)- every question was a &quot;challenge&quot; question."
Christian Zillinger,M,2/9/19,University of Southern California,2,MATH126,3,3,3,3,average,No,A+,['Accessible outside class'],0.07,0.66,4,"Prof Zillinger started out not so great, but he definitely improved. He goes by each example extremely slowly, so it can get boring but that can be helpful. However, he pretty much just repeats what's on the textbook. He (and the other graders) graded our tests pretty nicely and often didn't remove points for simple errors."
Christian Zillinger,M,1/7/19,University of Southern California,2,MATH126,2,2,5,2,poor,No,N/A,['Tough grader'],-0.2,0.66,4,"Difficult, hard to understand and goes over topics so in depth you only need parts of the actual lectures"
Christian Zillinger,M,1/6/19,University of Southern California,2,MATH126,1,1,5,1,awful,No,C+,"['Lots of homework', 'Test heavy']",0.31,0.77,4,"I have always been pretty good at math... not so with this class. The professor and TA were both obviously very intelligent, but could not teach if their life depended on it. Zillinger is a nice guy, but impossible to understand. If I could go back, I would have dropped this class. DO NOT TAKE."
Mio Iovanov,M,7/17/11,University of Southern California,2,MATH126,1.5,1,4,2,poor,N/A,N/A,[],-0.22,0.9,3,"Final was ridiculous. Teaches theory, collects hw, GO TO TA SESSIONS, TA quizzes. Pretty boring and tiny writing."
Mio Iovanov,M,5/7/11,University of Southern California,2,MATH226,2,2,4,2,poor,N/A,N/A,[],-0.75,1,3,His exams are soooo difficult and the class is so boring. avoid him for any reason.
Mio Iovanov,M,5/6/11,University of Southern California,2,MATH226,2.5,3,4,2,average,N/A,N/A,[],0,0.83,3,He seems to intend to give us the most difficult final!!!
Thomas Williams,M,8/31/11,University of Southern California,2,MATH125,2.5,2,3,3,average,N/A,N/A,[],-0.75,0.9,3,"Goes off topic into crazy theory that doesn't make sense. Doesn't explain things well, stay away!"
Thomas Williams,M,8/28/11,University of Southern California,2,MATH125,1,1,2,1,awful,N/A,N/A,[],0.07,0.57,3,His lectures are so spastic and make everything seem WAY more complicated than they really are.
Thomas Williams,M,5/8/11,University of Southern California,2,MATH126,3.5,3,4,4,good,N/A,N/A,[],0.12,0.88,3,Midterms are difficult but possibly the most adorable math professor ever.
Rongjie Lai,M,12/4/12,University of Southern California,2,MATH125,1.5,2,5,1,poor,N/A,N/A,[],0.1,0.58,3,"Rongjie is my boy, dude is a great guy and very reasonable if you talk to him but, unfortunately he can't teach at all. He's so smart that he thinks concepts are all overly simple and doesn't put enough time into teaching you how to do the questions he asks on tests but rather, he proves concepts of which he is not going to test you late"
Rongjie Lai,M,4/12/12,University of Southern California,2,MATH125,1,1,5,1,awful,N/A,N/A,[],-0.28,0.44,3,"Took calculus in highschool and got an A, one semester of Professor Lai's class and I'm struggling to get a B.  He designs this course to break you down and doesn't understand why students do so poorly.  Avoid at all costs."
Rongjie Lai,M,5/17/11,University of Southern California,2,MATH126,2,2,5,2,poor,N/A,N/A,[],0.02,0.28,3,"It was his first semester teaching, so this all comes with a grain of salt. He was very unclear, both literally, because of a heavy chinese accent, but also in his explanations. He spent most of the lecture going over proving equations and derivations rather than giving context or examples. LEctures were useless, avoid him."
Gerrit Welper,M,12/14/17,University of Southern California,2,MATH126,3,3,4,3,average,No,A-,[],0.17,0.57,3,"Professor Welper clearly cares a lot about math but is not the best lecturer. Like other reviews warned, his tests and quizzes are typically really easy. Beware, though, because this means you will be far behind other classes when the time comes to take the final. Lots of independent study required if you want to get a good grade."
Gerrit Welper,M,8/22/17,University of Southern California,2,MATH245,1,1,4,1,awful,No,B,[],-0.34,0.41,3,"Worst lecturer ever: confusing notation AND awful handwriting. The topics are relatively simple when you get someone else to explain them to you, but the way he explains things is so convoluted that everything seems way harder than it actually is. Be prepared to get your midterms back months after you take them."
Gerrit Welper,M,4/4/17,University of Southern California,2,MATH245,3,3,2,3,average,No,N/A,[],0.4,0.61,3,"Welper is not the best lecturer, but he's a nice guy, gives very little homework (compared to other math classes at USC) and has SUPER easy exams. That being said, you don't learn as much, but you get a relatively good grade. Consider the trade-off wisely."
Atilla Maroti,M,3/16/07,University of Southern California,2,MATH126,4.5,5,2,4,awesome,N/A,N/A,[],0.2,0.46,2,"Despite his speech impediment, he was a very helpful teacher. He wrote everything down for you in case you did not understand what he said. He helped me every week with my homework during time that was not his office hours. If you ask him for help he is more than willing to give it."
